;ID;subs;text
2551;7269;anger;Dat ventje snapt hier helemaal niks van. Je gaat trouwen met Thijs, een hele verandering. En nou mag ie z'n vader ook niet meer zien. Wat moet ik dan? Sjoerd wil dit zo. Niet echt. Dat geloof ik niet, jij ook niet. Maak hem duidelijk dat dit niet kan. Dat het niet hoeft. Hij luistert toch niet naar me. Ach, kom op.
2553;7178;sadness;Ja, ja. ok, we kunnen weer. Nee, ik geef het op.
2554;8278;sadness;Ik ben geen oefenmateriaal voor jouw dating issues. Waarom niet? Of je nou m'n spieren traint of dat.
2557;2496;fear;Ik weet niet... Ik wil het niet en het gaat ook niet meer gebeuren.
2559;7574;happiness;Rome? Leuk. Weet je nog? Ons tripje toen?
2560;2018;happiness;Ik hou zoveel van jou. Ik van jou.
2561;1654;fear;Nooit meer zo lang wegblijven, ok?
2563;6171;happiness;En dat is een lekker wijf.
2564;2340;sadness;Sam... Sorry.
2566;1224;surprise;Wanneer is het gebeurd?
2567;2469;anger;Sjoerd... Je moet nu naar Aysen, je moet 'r tegenhouden.
2568;4235;sadness;Je bent een goede, liefdevolle arts... z'n schoonvader. Mooier kan hij 't niet hebben. Ik zie er ook tegenop. Het is voor mij ook nieuw. Ik heb nog nooit zoiets meegemaakt. Het is zo heftig en hij is nog zo jong. Maar ik steun je. Als je 't doet en ook als je 't niet doet.
2570;4464;surprise;ja? Volgens mij is Kasper tot alles in staat.
2571;7135;neutrality;ik dan bij jou'? kindje slaap'?
2572;6156;happiness;Ik heb 'n idee. Als ik iets bestel waar jij zin in hebt... en dan zoeken jij en je moeder 'n leuke film uit... en dan blijven jullie lekker de hele middag op de bank.
2573;664;sadness;Maar ik snap het. Dus ik neem het je niet kwalijk.
2574;3628;neutrality;Niemand binnenlaten, hoor. Het is Kim. Die al helemaal niet. Door jou moeten we het vanavond... Met Sidney Samson doen. Een vriend van een kennis uit Ja, en? Die kunnen we niet betalen. Hee, wat leuk man! Daar is ie. Hee jongens, kijk eens. Ziet er leuk uit hier. Sidney Samson! Hee Nina. Hai. Nou, top.
2575;3102;anger;Zoals ik net zei: Het is haar eigen beslissing.
2576;557;sadness;Ik weet toch hoe jij erover denkt? Sorry, ik vind 't gewoon gek dat je met iemand trouwt die doodgaat. Iemand? Olivier is niet iemand. Hij is... Ik ga 't je niet eens uitleggen als je 't niet begrijpt.
2577;319;disgust;kan ik nog niet trouwen. Is genieten voor Bill. Je trouwt toch niet voor Bill?
2578;2461;disgust;Ik weet niet hoe het kan, maar... Wie heb je omgekocht voor die uitslag?
2579;8087;happiness;Dat zit in onze genen. Wij spotten het wild.
2580;956;neutrality;Barry, maak jij anders even een foto van ons.
2581;1754;surprise;Maar echt niets? Geen spoor?
2582;1116;sadness;Ik voel me zo ontzettend vies. Dus ik kan heel goed begrijpen... Zo moet je niet over jezelf denken. Het was dom, maar ook pech. Dus beloof me alsjeblieft dat je nooit meer zoiets over jezelf denkt. Dat je vies bent. Nooit meer, ok? Weet je van wie je het hebt? Nee. En Pelle? Die heeft het niet, daar ben ik wel blij om.
2583;6984;surprise;Zijn jullie weer... Ja, hoe kan ik nou niet van deze vrouw houden?
2584;2514;happiness;Ik heb veel stoms gedaan de afgelopen tijd. Maar samen met jou deze baby maken is het beste wat ik ooit heb gedaan.
2585;8250;happiness;ok, jongens. Koken is sexy, he. Dat is wat 't moet uitstralen.
2587;7799;surprise;Waarom denken jullie dat? Paspoort en medicijnen zijn weg.
2591;7903;surprise;Ik had haast. Ik begrijp niet waarom. Ik snap dat je 't niet meer kon verdragen. De druk, de verdachtmakingen, de financiële ellende. Maar 't was toch bijna achter de rug? Sanders was nagenoeg operationeel. Waarom heb je niet gewacht? De koers gaat wel weer stijgen. Omdat Maddy ook operationeel blijft. Ze zou mij en m'n bedrijf nooit met rust laten. En je nieuwe bedrijf wel? Sanders heeft takken over de hele wereld... en 't bedrijf dat ik nu opzet is klein.
2593;561;neutrality;Hij wil leuke dingen in plaats van 'n bruiloft organiseren. Hij is bang dat ik 't alleen moeilijker krijg. Heeft ie daar niet 'n beetje gelijk in?
2594;5471;neutrality;Van die shoarmatent waar je ze volgens Anna altijd haalt.
2595;7111;anger;En ik maar denken dat ik 'n vriendin heb die me support. Doe ik ook. Je zet me anders aardig onder druk.
2596;252;happiness;Voor die trouwlocatie, ik heb nog wat connecties in De Rozenboom. Wacht even, bedoel je mij daarmee? Nee joh, gek. Ik bedoel Laura. Ik ga morgen met 'r praten, maar ik ga nu slapen. Trusten.
2597;8270;anger;Eerder. Ja. Klopt, ja. Voordat je me afserveerde. Dat lag totaal aan mij. know.
2599;6129;sadness;Hij wil niet dat ik verdrietig ben. Ik kan dit niet, pap. Ik kan dit niet.
2600;650;anger;Mijn moeder heeft m'n huwelijk gesaboteerd.
2602;5580;disgust;En tactiek of niet, zo ga je niet met mensen om.
2603;4768;happiness;Wat een heerlijk, ondoordacht piratenplan(!)
2604;2167;happiness;Hoe ging het? Ze was argeloos, zo lief.
2605;282;anger;Pap, serieus. Weg met dat mens. Hee, even dimmen! Nee, sorry. Je moet weer leuke dingen doen en je moet 'r vergeten.
2606;7398;surprise;Doe je voorzichtig met de patient? De patient?
2608;3887;anger;Sorry sorry sorry! Ays, ik dacht dat je al weg was. Ik zag je niet.
2609;5173;sadness;Bedankt, dat jullie... ja, dat jullie er allemaal zijn.
2610;4253;happiness;Je hebt 't leven van onze dochter gered.
2611;6876;happiness;Kijk maar naar mij en Job. Het heeft wel een tijd geduurd, maar... nu hebben we 't geweldig samen en ik wil nooit meer iemand anders.
2612;1154;neutrality;Teddy is...
2613;3748;disgust;Jij lacht je natuurlijk rot. Inconsequente Linda is nog geen minuut getrouwd... of ze belazert Anton al. Omdat je bij mij hoort en niet bij hem.
2614;1869;fear;En je vulde alles voor me in, ik kon gewoon niet meer terug.
2615;347;fear;Daarom zijn we toch naar Meerdijk gekomen? Om onder te duiken, om onzichtbaar te zijn.
2616;4397;anger;Mee leven? Ik ben half krankzinnig geworden.
2618;668;fear;Probeer het los te laten. Ik weet het, ik weet het.
2619;6776;anger;Wat doe je? Niks.
2621;5998;happiness;Top. Bedankt, man.
2622;8197;neutrality;Niet dat je denkt dat ik hem stalk of zo.
2623;3730;surprise;Ludo, je kan trots zijn op je dochter. Ja, nou dat was ik al. Jij ook?
2625;3292;fear;Want alle jongens voor jou zijn namelijk helemaal ok. Dus grote kans dat ik jou niet heb besmet.
2626;1849;anger;fucking ding. Voor jou ja. Heb je ooit nagedacht wat 't voor mij betekent om met m'n vader te breken?
2627;2581;neutrality;Kijk 's, lieverd.
2628;7992;surprise;Hij stond ineens voor m'n neus toen ik net uit apotheek kwam.
2629;5705;anger;Dat zijn allemaal mooie woorden. Maar je hebt niks bewezen wat mij betreft. En jij wel, toen ze je vervroegd vrijlieten?
2631;5491;happiness;Misschien beter om 't een mannenhonk te laten hier. Wat nou als Aysen dan terugkomt? Da's anders, we zijn vrienden.
2637;3622;happiness;Zorg dat het geweldig wordt vanavond. Zonder muziek. Niks is onmogelijk.
2638;8169;surprise;Nou, succes. Zie je. Doei. Hee, goeiemorgen jongen. Ga je op roverspad? Grappig(!) wat fijn. Ja, vind je 't fijn dat ik er weer ben?
2639;177;surprise;Niet vandaag of zo, maar zo snel mogelijk. Laten we het meteen doen. Meteen?
2640;5870;neutrality;Wat is dit? Heb je het volle rolletje bij je?
2641;273;anger;Dit meen je toch niet? Zij heeft dit ook niet gewild. Kort gezegd is Malena hier geplaatst tegen haar wil... als een mol om Ludo te duperen.
2642;5413;neutrality;De schorsing van de handel in aandelen wordt elk moment opgeheven.
2643;3259;happiness;Geweldig. En is er private dining beschikbaar?
2644;3935;anger;Je weet dat dat onzin is, he? Dan zeg ik het je. Het is onzin. Alles wat je deed, deed je voor Teddy. En kijk nu eens.
2645;3242;fear;Schat, je vader is een deel van je leven. Hij is er altijd voor je geweest en dat is nu ook zo. Ik wil je niet extra onder druk zetten...
2646;8499;disgust;Dus nu krijg ik appjes van hem dat ik niet zo kinderachtig moet doen.
2647;129;happiness;Hai lieverd, was het een lekker saunaatje? Hmhmm.
2648;7356;fear;Sam vond het gruwelijk.
2649;6105;happiness;Ja, gitarist. En zanger. En ik hou heel erg van eten. Dus wat dat betreft is 't een perfecte combinatie voor een vlog.
2650;7551;sadness;Ehm... Ik denk dat het beter is als wij elkaar even met rust laten.
2651;314;neutrality;Als je het per se hier wilt doen, dan moet je wachten.
2652;2037;happiness;Hee. Die Calvados straks, Bill, is een goed idee.
2653;902;fear;Ze is spoorloos verdwenen. Misschien is ze zelf vertrokken. Twee verplegers namen 'r mee naar de internist... maar ze had geen afspraak.
2654;1368;anger;Je kunt net zoveel van haar houden als eerst. Dat kost me geen enkele moeite, wat de uitkomst ook mag zijn. Maar 't is mijn dochter, 100 procent zeker.
2655;1203;surprise;Dat was voor mij?
2656;4604;happiness;Wat een knappe man is dat toch.
2657;5965;anger;Altijd. Ik snap 't niet. Waarom reageer je je nou op hem af? Hij wilde dit toch niet zo? Nee?
2658;2240;neutrality;Ah, de andere bruidegom. Olivier. Tim, de zoon van Anton.
2660;2400;disgust;Maar denk na over wat jullie samen hebben meegemaakt. Met je dronken kop een stommiteit begaan is ding. Maar er vervolgens 1,5 jaar over liegen?
2661;3914;sadness;Nou, ik heb wel mensen zien sterven... maar met euthanasie heb ik nooit te maken gehad.
2663;5494;sadness;Jammer, ik dacht echt dat wij elkaar mochten.
2664;1802;sadness;En dat meen ik. Het is voor ons allebei 't beste dat 't hier stopt. Een duidelijk gevalletje bindingsangst, help ik je wel van af.
2665;5079;surprise;Hoe kom jij hieraan?
2666;5267;happiness;Dat je Sam zo gelukkig hebt gemaakt.
2667;6431;fear;Lieverd, ik snap je helemaal. Maar 'n time- out is het laatste wat ik wil.
2668;7821;happiness;Dus dat deden ze en ze leefden samen nog lang en gelukkig.
2669;1337;surprise;Ik bedoel, hoe genaaid kan je je voelen? Dus die obsessie van jou met Teddy kwam niet door die miskraam?
2670;1363;happiness;Dank je.
2671;398;fear;Mam, jij begrijpt het toch wel?
2672;6829;happiness;Ik wil dat je m'n vrouw wordt.
2673;5775;neutrality;Dat is misschien saai, maar wel nodig.
2674;150;fear;En ik ga me douchen. Kom je wel terug?
